Prob_MIRA_SR,Prob_RRAB,Prob_RRC,Prob_CEP,Prob_T2CEP,Prob_DSCT_SXPHE,Class,Pred,True_T_eff,Pred_T_eff,True_Radius,Pred_Radius
4656959131262568448,0.000492945,0.029550921,0.041691005,0.86185074,0.040664267,0.025750129,DSCT_SXPHE,CEP,4979.2153,4791.62,1.0216131,3.6043081
1999543297635515008,0.99999416,1.5731355e-07,6.9519433e-07,4.846849e-08,1.8404372e-06,3.137758e-06,MIRA_SR,MIRA_SR,-1.0,3500.846,-1.0,91.4506
4660679230083193344,1.527454e-05,0.04315612,0.3578059,0.5429241,0.023091834,0.033006776,RRC,CEP,-1.0,7595.4604,-1.0,4.568397
5819146877495757568,0.06516462,0.011823909,0.08699627,0.17924604,0.29047793,0.36629117,DSCT_SXPHE,DSCT_SXPHE,4185.6177,4642.8027,6.795059,38.60088
4689006188711824768,5.715841e-05,0.06674169,0.091921,0.8064127,0.017541818,0.017325645,CEP,CEP,5691.459,5947.7856,5.241234,4.2686396
5393310593890963712,9.629446e-07,0.8697266,0.09055947,0.0025792639,0.018948173,0.01818558,RRAB,RRAB,6261.334,5982.7637,4.2109303,-1.0548491
3938356715464904576,0.025303602,0.03772114,0.31925526,0.13623753,0.19413225,0.2873502,DSCT_SXPHE,RRC,4100.0312,4603.848,51.061428,31.08283
4687161959764496512,7.320402e-05,0.08744297,0.36925626,0.39836645,0.038892288,0.1059688,CEP,CEP,6835.8057,7178.507,1.5539837,-2.876081
6473016924872364416,8.0177255e-05,0.0019204391,0.053087864,0.001112574,0.2523699,0.69142896,RRC,DSCT_SXPHE,7855.5513,8567.063,3.519873,-0.36674452
4661992356228418304,0.004833314,0.0022739596,0.005727823,0.65032,0.14329308,0.19355182,CEP,CEP,5353.8887,6358.739,-1.0,-0.047219276
1281430263293762304,1.6885672e-06,0.05261914,0.6293976,0.0005052719,0.0837493,0.23372705,RRC,RRC,7722.061,7714.05,1.0359325,-1.7638783
5238775402867800064,0.99894696,1.1002787e-05,1.6623364e-05,7.110647e-05,0.0004883915,0.00046599974,MIRA_SR,MIRA_SR,-1.0,3755.9648,109.7201,66.102806
4596321034923021568,0.00012191777,0.015820544,0.17245284,0.12944396,0.22926618,0.4528946,T2CEP,DSCT_SXPHE,7739.451,7683.865,0.15641451,1.2113476
4684369749977673472,4.064811e-05,0.044601347,0.12446195,0.79772,0.016130237,0.017045913,CEP,CEP,6264.667,6417.452,1.1383834,2.1578755
4650516130557262464,2.5897541e-05,0.3759513,0.35857755,0.18795328,0.027419059,0.0500729,RRAB,RRAB,6816.627,7154.742,-1.0,-2.9437118
6050423169797108864,0.0005840708,0.05210862,0.34747288,0.21401706,0.21838169,0.16743572,DSCT_SXPHE,RRC,4639.595,5060.3726,19.68974,18.087528
1818321859857044480,2.8162049e-06,0.034902383,0.625678,0.00036114946,0.110751085,0.22830458,RRC,RRC,-1.0,7377.1846,-1.0,-1.2145257
4655276023833567360,0.00054406864,0.08224117,0.101045825,0.7398021,0.036449652,0.03991713,T2CEP,CEP,4887.815,5483.4883,9.181709,5.0035133
6633976970390026496,1.03096745e-05,0.021651663,0.48886126,0.0013873588,0.15561497,0.33247444,T2CEP,RRC,7350.734,7546.437,-1.0,0.08887434
4774194730366652928,3.866049e-05,0.69948053,0.1568097,0.049695957,0.033245306,0.060729813,RRAB,RRAB,-1.0,5888.1553,-1.0,4.8235626
1565804411647973760,0.010966603,0.013370528,0.040200163,0.50466657,0.26753837,0.1632578,RRC,CEP,-1.0,5102.662,-1.0,16.686525
2178358316760237568,0.9996563,1.6445653e-06,7.74974e-06,6.8800405e-06,2.0830103e-05,0.00030656095,MIRA_SR,MIRA_SR,-1.0,3684.552,87.86178,85.47682
4688743096136591872,2.5176494e-05,0.079213865,0.09306429,0.79722685,0.017061854,0.01340804,CEP,CEP,6404.657,5978.0986,0.9151187,1.1909719
4235485267432601728,0.00013552401,0.008181001,0.08517951,0.02640326,0.39858526,0.4815154,DSCT_SXPHE,DSCT_SXPHE,6731.018,7180.109,1.5182233,4.8469095
4662373130806022656,0.00011204846,0.22707327,0.22405505,0.0019817594,0.14614795,0.40062988,T2CEP,DSCT_SXPHE,-1.0,7079.092,-1.0,0.29431152
4333366090333780992,3.9904546e-05,0.07200969,0.8273929,0.009601834,0.051829096,0.039126616,RRAB,RRC,4968.381,5427.519,2.7988534,4.4058084
4703985488389788032,2.1975324e-05,0.058746856,0.45597854,0.357495,0.058507584,0.069250055,RRC,RRC,7955.544,7229.962,1.637104,-0.0028133392
4685952260816615552,2.6917254e-05,0.08460024,0.18191682,0.7007341,0.016685933,0.016035981,CEP,CEP,5391.515,6434.7705,-1.0,5.0215535
4659842261208484736,1.8426976e-05,0.32239932,0.47570118,0.059247464,0.051586963,0.09104659,RRAB,RRC,-1.0,6967.6084,-1.0,-1.0815768
5262146583339752064,9.951969e-06,0.35303873,0.34985214,0.25751108,0.016425233,0.023162864,RRC,RRAB,-1.0,6823.4795,-1.0,1.3577514
4657203673870445568,0.9905805,9.639089e-05,7.189814e-05,0.0020521125,0.0031826172,0.004016546,MIRA_SR,MIRA_SR,3342.205,3691.5134,31.325762,38.087006
4660426411150543360,0.041632842,0.0037720595,0.0039250036,0.82649446,0.05562682,0.0685488,T2CEP,CEP,6192.6724,4535.966,1.9821496,11.138467
4660373806406473088,0.0011540145,0.013670447,0.022080025,0.8718547,0.042398375,0.048842385,CEP,CEP,5367.7324,5737.6123,7.18006,2.0383573
5907473842006207616,0.9999821,1.2837501e-06,8.248888e-07,3.0716032e-07,6.2709687e-06,9.236708e-06,MIRA_SR,MIRA_SR,-1.0,3266.6724,-1.0,71.30376
2084764897708708608,0.9999883,1.2463006e-07,1.5711127e-07,2.4845878e-07,5.2329265e-06,6.009252e-06,MIRA_SR,MIRA_SR,-1.0,3888.0117,-1.0,68.122116
4650874330832296448,4.0079894e-06,0.64430666,0.17645265,0.00414744,0.05638954,0.118699715,RRAB,RRAB,-1.0,6917.3887,-1.0,1.0095572
2837674275308679936,4.57691e-06,0.68237054,0.27012444,0.0064314893,0.019736195,0.02133285,RRC,RRAB,6739.174,6449.342,-1.2257934,2.2969503
6067871216750924544,2.0394527e-06,0.93144846,0.055605803,0.0017584227,0.0056623253,0.005523024,RRAB,RRAB,5290.7383,5721.369,6.0463395,2.5086222
4628521877911963392,1.561794e-05,0.13296905,0.22507945,0.61067635,0.015177006,0.016082581,RRC,CEP,-1.0,6688.042,-1.0,1.4261632
4659313877163622784,0.9994542,6.165799e-06,8.79099e-06,3.378101e-05,0.00025404108,0.00024305005,MIRA_SR,MIRA_SR,-1.0,3729.6194,34.04276,60.101276
5969138195029161344,0.99970967,1.7330755e-06,1.2967188e-05,2.8567779e-06,1.7695029e-05,0.00025501737,MIRA_SR,MIRA_SR,-1.0,3773.2183,-1.0,78.358986
2859530234301681792,1.648046e-06,0.06512253,0.84294146,0.00091025466,0.041809313,0.049214806,CEP,RRC,6030.6846,6140.1284,1.245666,-0.6207309
6746610155559994112,0.00025419163,0.0030719007,0.08823729,0.0057782256,0.3621317,0.5405267,T2CEP,DSCT_SXPHE,6979.4165,7398.928,-0.10476446,2.9232476
2422814038338883584,1.9821965e-07,0.79257184,0.121546045,0.002211315,0.053267416,0.030403223,RRC,RRAB,-1.0,5740.517,-1.0,-7.3816247
6902077762535758464,6.0503334e-07,0.9077336,0.048485942,0.00046410604,0.017287957,0.026027797,RRAB,RRAB,6529.648,6599.0654,0.9054532,-2.8263154
5818384774189440640,5.9445942e-06,0.06545839,0.6458304,0.0027490018,0.10104809,0.18490818,T2CEP,RRC,7442.945,7119.7676,-1.0771074,-0.6810436
4192751785941034112,1.6253142e-06,0.177035,0.73590505,0.010286989,0.02878804,0.047983307,RRC,RRC,6531.6475,6459.257,1.7037935,0.78886366
6130294924252618624,1.4178516e-06,0.13727804,0.6750753,0.00040002033,0.07130903,0.11593621,RRC,RRC,7262.594,6899.3584,-1.0,-1.3352323
6053005093674817408,0.0056015514,0.14303893,0.5925322,0.055610046,0.1022297,0.100987494,DSCT_SXPHE,RRC,3959.3298,4867.95,33.675858,19.440495
4648656345292997120,4.1338248e-07,0.15573944,0.2828166,0.0003348255,0.051684257,0.50942445,DSCT_SXPHE,DSCT_SXPHE,-1.0,7945.9976,-1.0,-2.2772927
6041945522835754752,1.2116623e-06,0.8207906,0.109026946,0.0010672573,0.024041357,0.04507261,RRAB,RRAB,5263.49,5988.7183,6.3304944,1.8490214
1848946278051515648,0.00029345145,0.0018570692,0.05132063,0.006358225,0.34159988,0.59857076,T2CEP,DSCT_SXPHE,7585.236,7650.981,-0.6075158,1.8552122
1819833168652651264,0.9999608,1.1495977e-07,1.2981475e-06,2.1570257e-07,1.2775477e-06,3.6330606e-05,MIRA_SR,MIRA_SR,-1.0,3599.3914,-1.0,77.80995
5406695941070105472,0.000102367696,0.84285486,0.031368937,0.098494895,0.014799448,0.0123794135,RRAB,RRAB,6472.6523,5268.051,2.1077962,4.4247484
4657397771993579648,4.353306e-05,0.110266976,0.121407144,0.7338058,0.017154492,0.017321987,DSCT_SXPHE,CEP,5110.1123,5654.137,9.152281,7.437381
5827260036391696000,0.9998068,2.0687887e-06,1.5985164e-05,1.401056e-06,1.0802423e-05,0.00016292447,MIRA_SR,MIRA_SR,-1.0,3699.8735,-1.0,78.17567
5283982373179106304,2.4833685e-06,0.8706038,0.08390875,0.018466432,0.011961627,0.015056922,RRAB,RRAB,-1.0,6160.1665,-1.0,-2.2621312
4303784662009730432,0.9996146,7.7849645e-06,1.1049333e-05,1.7230239e-05,0.00017172375,0.00017763638,MIRA_SR,MIRA_SR,3108.3416,3773.0042,-1.0,86.413475
6583504507589315456,2.3840162e-06,0.16396204,0.37278315,0.00028509434,0.112271644,0.35069567,DSCT_SXPHE,RRC,-1.0,7471.635,-1.0,-2.6259732
3698933694830713856,2.0602138e-05,0.042684995,0.6329671,0.004176931,0.1264789,0.19367148,RRAB,RRC,6614.975,6931.144,2.2624388,1.4498715
6906341672924040320,2.940588e-07,0.12099484,0.7724717,0.0053154123,0.020600084,0.08061766,RRC,RRC,7421.747,7479.2544,-0.7690387,-0.76053
3539397920598388480,2.2344e-06,0.16034678,0.64039606,0.017559323,0.09789265,0.08380296,DSCT_SXPHE,RRC,7401.5845,5742.336,-1.0,-2.5615191
4657479543855709056,6.4501655e-06,0.7214911,0.1626047,0.06360073,0.022766907,0.02953021,RRAB,RRAB,-1.0,6968.5566,-1.0,-1.6368871
4657244699410260480,0.0011034734,0.11300465,0.048655488,0.7637909,0.039532438,0.033913128,DSCT_SXPHE,CEP,4502.527,4505.618,1.9158688,9.171426
4665700454855547648,5.5188907e-06,0.3240244,0.40811765,0.21327505,0.01944672,0.035130676,RRAB,RRC,-1.0,7612.2944,-1.0,-2.0472274
6675427527962502272,0.00012867377,0.0036675592,0.082710326,0.0029604738,0.28164223,0.62889075,DSCT_SXPHE,DSCT_SXPHE,7229.597,7900.662,-1.0,-0.035330296
6092526699838630144,0.99820924,0.00011900864,0.0001640771,9.692115e-05,0.00069970253,0.000711149,MIRA_SR,MIRA_SR,3335.8457,3958.0127,-1.0,74.58273
4661241011839817344,0.0005211604,0.027621754,0.070678115,0.739542,0.069038376,0.09259864,CEP,CEP,6027.034,6285.535,2.8133512,0.41274548
2058948777037673216,0.99988246,1.4596063e-06,9.660625e-06,1.4576547e-06,5.2194696e-06,9.974766e-05,MIRA_SR,MIRA_SR,-1.0,3487.3403,-1.0,84.78944
6903017574395143040,0.0004436437,0.058705818,0.44430745,0.111562714,0.21475102,0.17022942,DSCT_SXPHE,RRC,4661.7764,5366.014,3.7685616,16.097504
5911556603557379456,0.00044791983,0.0007752151,0.0166891,0.009278031,0.324594,0.64821583,DSCT_SXPHE,DSCT_SXPHE,7765.8076,7764.0435,1.7881184,2.3761582
2323069062182127872,0.00017519077,0.0010309204,0.029312843,0.0020183923,0.31564823,0.65181446,DSCT_SXPHE,DSCT_SXPHE,7506.5767,8214.459,-1.0,0.49617386
5639343603560603392,1.1253061e-06,0.9725126,0.01246116,0.0008449505,0.0076610153,0.0065190145,RRAB,RRAB,5449.0786,6696.724,2.2004046,0.17872906
5258420858142702208,0.009534976,0.012018527,0.031170972,0.5808519,0.16515581,0.2012678,CEP,CEP,5010.273,5471.3306,47.67987,10.163305
5592154419923730560,0.0002674432,0.03472228,0.4857712,0.02733271,0.19935088,0.25255552,RRC,RRC,6898.621,6738.8643,3.5285714,5.4718647
4663674712077394816,2.0514096e-06,0.5969915,0.28398648,0.007262871,0.031510074,0.08024704,T2CEP,RRAB,-1.0,7160.89,-1.0,1.5812569
2035502241332714752,0.9998616,2.095101e-06,2.7777664e-06,5.272934e-06,6.193698e-05,6.617138e-05,MIRA_SR,MIRA_SR,-1.0,3741.888,83.323944,84.97222
5987725301625749888,0.99999785,1.0084195e-08,9.0770655e-08,8.076601e-09,5.8897996e-07,1.4367401e-06,MIRA_SR,MIRA_SR,-1.0,3745.6428,-1.0,85.09561
4660665967232524416,0.0010366667,0.006882184,0.011504866,0.88213944,0.045907184,0.05252972,CEP,CEP,5611.797,6180.6855,1.0291009,-2.654714
4687463470778678528,6.249132e-05,0.25339022,0.066884585,0.6345128,0.026498701,0.018651236,CEP,CEP,5942.6904,5726.8574,2.4277124,0.3773532
6437464972305097472,2.9866737e-06,0.067373976,0.7083501,0.0006993491,0.08509196,0.13848163,RRC,RRC,7339.089,7268.784,2.169653,-0.68056345
6430239084966266112,0.048519697,0.004014433,0.020915058,0.22978349,0.2762186,0.42054874,DSCT_SXPHE,DSCT_SXPHE,4154.123,4779.735,4.1349125,31.909597
4658246663766647424,3.0976986e-05,0.09575996,0.13885927,0.732867,0.015965946,0.016516818,CEP,CEP,5942.6904,6125.0723,-1.0,2.59908
4686377015834600960,0.0001164975,0.053670716,0.083908975,0.81493044,0.024238873,0.023134407,CEP,CEP,5764.9263,5691.8315,4.7608767,3.2104976
4538026057995063680,0.9985336,4.5372544e-05,0.00024664425,1.9085865e-05,9.991374e-05,0.0010554836,MIRA_SR,MIRA_SR,-1.0,4054.2698,-1.0,72.57901
4687405746422148096,0.627068,0.027133264,0.048695527,0.047293186,0.06340678,0.18640324,MIRA_SR,MIRA_SR,3583.8623,4337.6626,12.92985,33.58614
4655528327360419456,0.00011202687,0.13330829,0.060811784,0.7642834,0.025468193,0.016016297,CEP,CEP,5336.735,4936.5977,4.515382,2.4796953
175420693597933440,0.9991998,2.221869e-06,1.2284078e-05,9.571103e-06,7.2170966e-05,0.00070402655,MIRA_SR,MIRA_SR,3617.3066,3898.712,113.267845,81.5019
5336114823706557696,0.9997061,2.9689202e-06,1.3067511e-05,5.4134225e-06,1.716485e-05,0.00025522255,MIRA_SR,MIRA_SR,-1.0,3700.8533,-1.0,82.93138
4690573301975819904,7.5339056e-05,0.13745423,0.14353153,0.676187,0.023405207,0.01934666,CEP,CEP,5365.7324,5702.1943,5.966119,3.4612153
6611905172107566720,2.095366e-06,0.16426645,0.60270685,0.0005349904,0.07062028,0.16186935,RRAB,RRC,6332.8623,6958.1523,1.8003426,-1.5789733
4546156504098756480,5.5196365e-06,0.8867897,0.035006963,0.0004893969,0.03985001,0.037858404,RRAB,RRAB,6413.9897,6381.9946,4.4428935,0.7558613
5019508491921523200,2.5523561e-06,0.06919493,0.5619154,0.000610216,0.11302017,0.2552567,RRC,RRC,7645.567,7718.0225,2.1773853,-0.014758587
4721576265685075968,7.00821e-06,0.0865621,0.64040965,0.18164165,0.03591422,0.05546545,RRC,RRC,7543.635,7385.3926,0.77772474,0.39199114
6147784336017401344,3.029301e-06,0.41143432,0.43616307,0.0010747454,0.06677273,0.08455205,RRC,RRC,6986.6143,6484.009,1.0011382,-1.0350108
5952621026436947712,0.9997831,7.705985e-06,5.9537666e-05,7.033687e-07,1.0843597e-05,0.00013808535,MIRA_SR,MIRA_SR,-1.0,3908.1157,-1.0,72.67024
5888524515055540480,0.9999535,6.560362e-07,6.3496773e-06,1.704122e-07,2.297695e-06,3.6905665e-05,MIRA_SR,MIRA_SR,-1.0,3741.7454,-1.0,67.68484
2221479066861091840,0.00018250968,0.010373692,0.10470675,0.028711626,0.13048257,0.7255429,DSCT_SXPHE,DSCT_SXPHE,-1.0,8419.327,-1.0,-4.9442124
448967091962511488,0.99991703,1.889465e-07,1.6010308e-06,5.2892847e-07,3.0983351e-06,7.748091e-05,MIRA_SR,MIRA_SR,-1.0,3595.896,-1.0,84.81616
4609460851709261440,1.2595236e-05,0.069123074,0.41333023,0.44962776,0.021255273,0.046651047,RRC,CEP,7445.418,7533.6123,1.0387282,2.6293135
5944483025465299200,0.9995932,7.391231e-07,4.6148257e-06,3.5297628e-06,2.5268562e-05,0.00037271914,MIRA_SR,MIRA_SR,3583.8872,3823.841,81.12802,84.19348
4657229718558672512,0.000688398,0.018678438,0.054163564,0.7847464,0.06425629,0.07746693,CEP,CEP,5834.698,6155.5474,-1.0,2.5943513
4651770604678742144,1.8254272e-05,0.27439573,0.53179765,0.048392568,0.037261765,0.10813402,RRC,RRC,-1.0,7022.7715,-1.0,-2.093945
3702114925566431872,1.1245925e-05,0.8273146,0.042010196,0.00022628793,0.045065504,0.08537217,RRAB,RRAB,6399.657,6588.2783,1.9212594,-0.74400234
4685932430932202240,0.00023825733,0.018273788,0.043882623,0.89028573,0.023143705,0.024175886,CEP,CEP,-1.0,5798.9272,-1.0,4.4995546
4661713320780909952,0.026140593,0.0059737475,0.0072750715,0.8324608,0.06345007,0.06469967,DSCT_SXPHE,CEP,4760.3467,4445.9775,12.284315,13.738671
4323925172399671808,5.7521796e-05,0.02398651,0.34336442,0.034370728,0.31718105,0.28103983,RRC,RRC,5851.6973,6387.8857,2.067203,4.0302687
4658476324200141952,0.013008313,0.0068982253,0.009492308,0.78838223,0.092254385,0.089964494,T2CEP,CEP,5142.749,5308.4004,-1.0,4.552679
4658046621347287424,1.1154413e-05,0.2595741,0.5216119,0.1280874,0.03472253,0.055992868,CEP,RRC,5440.753,7305.8,-1.0,-1.2102637
5504405626718390144,0.9722859,0.00016132346,0.0003588405,0.0018656318,0.0028856366,0.022442577,MIRA_SR,MIRA_SR,3707.9434,3925.8489,63.571125,37.27271
5814764911338754944,0.00029047806,0.0012587168,0.046897914,0.004777897,0.36026105,0.58651394,DSCT_SXPHE,DSCT_SXPHE,7677.3145,7895.225,1.1538472,1.0029578
4655313338484543744,3.3283624e-05,0.14133313,0.12909994,0.6909635,0.0198636,0.018706568,CEP,CEP,5749.23,6246.648,1.8474088,3.1765919
5238562269400362624,8.930355e-05,0.19654888,0.21459214,0.5102193,0.04200074,0.036549684,RRC,CEP,7524.5757,6074.016,1.6796312,4.4932857
4651875165628817280,0.9787667,0.0047448017,0.00028982724,0.008827649,0.0033220416,0.0040489454,MIRA_SR,MIRA_SR,-1.0,3287.2742,-1.0,24.122215
4685849971820919936,5.0802468e-05,0.11664263,0.403852,0.3668998,0.034887183,0.07766771,CEP,RRC,-1.0,6976.413,-1.0,-2.247477
4757990849551172096,2.9886529e-05,0.5553259,0.22504197,0.12467107,0.035773676,0.059157558,RRAB,RRAB,-1.0,6972.3574,-1.0,3.0703087
1341726209651498240,1.6840144e-05,0.11603394,0.33072224,0.5104286,0.017879007,0.02491935,DSCT_SXPHE,CEP,7278.5933,7621.882,1.007904,1.0596771
4998596360581871616,4.768303e-05,0.020348586,0.20788299,0.047897927,0.4308403,0.29298255,T2CEP,T2CEP,-1.0,5976.881,-1.0332503,7.496267
5890382414832943744,0.99948967,0.00017419508,0.00020824814,1.2470477e-06,4.9889644e-05,7.6812714e-05,MIRA_SR,MIRA_SR,-1.0,3550.0188,-1.0,48.19468
4690803409133523072,2.9457504e-05,0.5583723,0.22977254,0.14198592,0.02547775,0.04436199,CEP,RRAB,6902.621,6898.6167,1.2591972,4.206972
1785635470811675776,8.137453e-06,0.12584198,0.5963561,0.03162041,0.14082032,0.105353035,T2CEP,RRC,7316.8174,5584.823,-1.0,-0.6144309
3938356715464904576,0.025303602,0.03772114,0.31925526,0.13623753,0.19413225,0.2873502,T2CEP,RRC,4377.8047,4603.848,48.031693,31.08283
2060069454267069184,0.99984956,6.852258e-07,3.8513804e-06,2.0382633e-06,8.423235e-06,0.00013545145,MIRA_SR,MIRA_SR,-1.0,3631.1025,-1.0,86.7562
4688989077558323712,2.4694822e-05,0.118019365,0.49008033,0.24108179,0.0419912,0.10880264,CEP,RRC,6775.973,7326.731,-1.0,-4.3317037
2825675103052088704,2.3373464e-06,0.54568183,0.36544096,0.0016012995,0.036568344,0.05070524,RRAB,RRAB,6736.633,6668.4795,0.98857355,0.5621438
4675136601083664896,1.2616738e-06,0.8108397,0.14120622,0.013475225,0.017298544,0.017179064,RRAB,RRAB,-1.0,6618.3877,-1.0,-1.0091543
5831020155656858752,1.6341197e-06,0.78829545,0.1682162,0.0030701493,0.014733839,0.025682779,RRAB,RRAB,6482.6787,6471.041,0.32524824,0.059984207
5938732339144929792,0.021533249,0.06039257,0.5038173,0.10309594,0.13055077,0.18061006,RRC,RRC,6815.627,4567.0845,2.5775218,26.613283
1805456985403535488,0.9997341,4.828806e-06,3.957739e-05,3.522552e-06,1.5391688e-05,0.00020240743,MIRA_SR,MIRA_SR,-1.0,3898.036,-1.0,76.06168
6753751552302449280,2.3490047e-05,0.022988377,0.2763476,0.021913296,0.24300307,0.43572417,T2CEP,DSCT_SXPHE,7395.2495,7551.017,-1.0,-1.4017444
5927604594232196352,1.5701888e-05,0.4130615,0.52471924,0.015127056,0.024483884,0.02259263,RRC,RRC,5201.2446,5802.383,2.5485268,3.852297
4638669206300890240,7.732865e-06,0.4959847,0.29613012,0.1632795,0.019759836,0.02483804,RRC,RRAB,-1.0,6783.741,-1.0,2.2468915
5928934041289980288,0.9821624,0.001543115,0.0031737941,0.00021726415,0.001444039,0.011459341,MIRA_SR,MIRA_SR,3184.8157,4079.632,-1.0,66.84167
6463116265044724352,3.5793837e-06,0.14127856,0.58743,0.0012560913,0.09106137,0.17897041,RRC,RRC,-1.0,7504.7373,-1.0,-0.17945337
4657975805903639040,0.00015666928,0.044758305,0.06259141,0.8505209,0.026113177,0.015859557,CEP,CEP,5949.0234,5141.841,-1.0,0.51568174
4687516212979379584,3.5899604e-05,0.067260474,0.12738876,0.77201587,0.018756118,0.014542933,CEP,CEP,6054.127,5726.0684,-0.15076065,0.024540424
2476040129225020544,5.3670083e-06,0.9218748,0.027821176,0.00032443847,0.020766232,0.029208029,RRAB,RRAB,6178.6733,6641.129,4.6770983,1.1273651
4688954374215111552,4.7420042e-05,0.09038402,0.110125914,0.7651978,0.017840395,0.01640434,CEP,CEP,6644.9194,5903.8257,1.2814274,3.2273777
5930413670350629888,0.99982893,6.793796e-07,4.3691552e-06,1.9616232e-06,1.08971535e-05,0.0001530556,MIRA_SR,MIRA_SR,-1.0,3704.2524,-1.0,95.12809
1282998128219336192,5.3311425e-07,0.04893723,0.6676811,0.00015925523,0.082123905,0.201098,RRC,RRC,7000.6133,7282.7,-1.0,-2.6726327
5937576408824449536,0.78634655,0.00075124676,0.0053889523,0.008884449,0.047835846,0.15079305,MIRA_SR,MIRA_SR,3736.3513,4012.5706,7.816625,57.13065
5338454305221115008,0.2546498,0.06398342,0.09147516,0.11304606,0.13770604,0.33913958,RRC,DSCT_SXPHE,-1.0,4476.814,-1.0,25.391718
5353465976150520320,0.000280676,0.20747474,0.43744272,0.2560472,0.054117873,0.044636752,RRC,RRC,5296.738,5581.557,1.7724161,8.193308
4662212224184674944,8.4212513e-07,0.3580671,0.5389874,0.006090372,0.01777644,0.07907784,RRAB,RRC,-1.0,7347.1777,-1.0,-1.1147561
4662105949516732416,0.00027981077,0.013920779,0.04032082,0.90288246,0.020740453,0.021855518,CEP,CEP,5385.6855,6218.924,3.2754369,6.727516
3571657458614837888,8.1562985e-06,0.027165726,0.4908789,0.0011456072,0.14355108,0.3372505,RRC,RRC,7729.227,7547.711,2.9708931,-0.8055377
4756409202074466560,0.00033777478,0.018722003,0.05068596,0.8539002,0.035408452,0.040945627,RRAB,CEP,6260.3574,6585.1934,1.6467695,2.5151815
1683144567442876800,0.00033146405,0.0056873946,0.047149837,0.037442423,0.16628544,0.74310344,T2CEP,DSCT_SXPHE,7872.203,8301.595,-1.0,-4.4928946
6058213862556970752,0.6680637,0.0013724356,0.0061064623,0.022745378,0.068099156,0.2336129,MIRA_SR,MIRA_SR,3691.8545,3996.8618,7.254482,58.029285
4688945543746867584,0.77194846,0.0064500025,0.0052842726,0.07788347,0.06698492,0.07144885,MIRA_SR,MIRA_SR,3721.8523,4046.3867,16.076818,30.418535
4651847849632900864,0.000865336,0.017399566,0.044398636,0.7622427,0.06863166,0.10646219,CEP,CEP,5543.5186,6371.866,1.2462468,3.963005
6031048258784158080,2.9216137e-06,0.8542411,0.12105182,0.00067334983,0.013621356,0.010409511,RRC,RRAB,5112.128,5896.92,2.3194633,1.7482786
249223792410331520,0.00024790832,0.96525073,0.018650169,0.00225755,0.005642857,0.00795076,RRC,RRAB,5105.7515,5356.259,0.62613106,6.908458
4320746449982562944,0.03299961,0.44620037,0.20401096,0.10960424,0.11901479,0.08817002,RRC,RRAB,4480.534,4586.677,1.5083189,31.519989
