index,ID,Path,N,N_b,N_r,Class,T_eff,e_T_eff,E_T_eff,Lum,e_Lum,E_Lum,Radius,e_Rad,E_Rad,logg,e_logg,E_logg,Mass,e_Mass,E_Mass,rho,e_rho,E_rho
7610,2032674911570571648,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/2032674911570571648.dat,28,15,13,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2366,6392369907342130048,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6392369907342130048.dat,24,11,13,DSCT_SXPHE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2207,4663673853065126272,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4663673853065126272.dat,27,13,14,DSCT_SXPHE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13792,5590143752447578752,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5590143752447578752.dat,28,15,13,RRC,6945.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12458,4379158378810099584,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4379158378810099584.dat,32,17,15,RRC,6867.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4653,4333939593024549760,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4333939593024549760.dat,34,17,17,RRAB,4900.91,4856.0,4973.125,14.80459,-1.0,-1.0,2.926,-1.0,-1.0,3.6486,-1.0,-1.0,1.39,-1.0,-1.0,0.0555,-1.0,-1.0
14102,4974501357829414528,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4974501357829414528.dat,54,28,26,RRC,7597.27,7263.733,7864.0,5.14663,-1.0,-1.0,1.44,-1.0,-1.0,4.3336,-1.0,-1.0,1.63,-1.0,-1.0,0.546,-1.0,-1.0
1607,1594520940947376000,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/1594520940947376000.dat,26,13,13,DSCT_SXPHE,-1.0,-1.0,-1.0,3.62071,-1.0,-1.0,1.057,-1.0,-1.0,4.6527,-1.0,-1.0,1.83,-1.0,-1.0,1.5516,-1.0,-1.0
15851,1212007820670788480,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/1212007820670788480.dat,24,12,12,RRC,7677.0,7216.0,8243.333,11.17401,-1.0,-1.0,2.051,-1.0,-1.0,4.0393,-1.0,-1.0,1.68,-1.0,-1.0,0.1946,-1.0,-1.0
17429,5556621567063291136,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5556621567063291136.dat,28,14,14,RRC,7284.0,6978.0,7873.75,3.54641,-1.0,-1.0,1.256,-1.0,-1.0,4.433,-1.0,-1.0,1.56,-1.0,-1.0,0.7869,-1.0,-1.0
5783,4658878122670828032,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4658878122670828032.dat,46,23,23,RRAB,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12953,4660333742925504384,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4660333742925504384.dat,117,60,57,RRC,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11009,536174062147765504,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/536174062147765504.dat,30,15,15,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10884,4686025240830193024,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4686025240830193024.dat,31,16,15,MIRA_SR,3671.3333,3472.0,3877.673,-1.0,-1.0,-1.0,10.077,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6632,5365585652284822784,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5365585652284822784.dat,39,19,20,RRAB,6255.0,-1.0,-1.0,0.91625,-1.0,-1.0,0.815,-1.0,-1.0,4.702,-1.0,-1.0,1.22,-1.0,-1.0,2.2529,-1.0,-1.0
4665,6011181599803830912,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6011181599803830912.dat,38,17,21,RRAB,5263.1665,5076.75,5439.91,8.190489999999999,-1.0,-1.0,2.403,-1.0,-1.0,3.77,-1.0,-1.0,1.24,-1.0,-1.0,0.0894,-1.0,-1.0
13715,5836499056461743232,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5836499056461743232.dat,44,22,22,RRC,5215.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.35,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7789,5998344457964541952,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5998344457964541952.dat,50,25,25,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13677,1065648628146335744,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/1065648628146335744.dat,33,18,15,RRC,6878.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4869,5849333934903832192,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5849333934903832192.dat,37,18,19,RRAB,4815.3735,4566.3335,5062.0,14.20103,-1.0,-1.0,3.454,-1.0,-1.0,3.4106,-1.0,-1.0,1.12,-1.0,-1.0,0.0272,-1.0,-1.0
5279,2195878209919982464,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/2195878209919982464.dat,39,20,19,RRAB,5919.0,-1.0,-1.0,4.56545,-1.0,-1.0,2.032,-1.0,-1.0,3.8557,-1.0,-1.0,1.08,-1.0,-1.0,0.1287,-1.0,-1.0
21886,4687428316464363904,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4687428316464363904.dat,28,13,15,CEP,6192.0,5951.0,7052.6665,7.976389999999999,-1.0,-1.0,2.092,-1.0,-1.0,3.9494,-1.0,-1.0,1.42,-1.0,-1.0,0.1552,-1.0,-1.0
2757,1708235732027146240,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/1708235732027146240.dat,25,13,12,DSCT_SXPHE,7405.75,7225.25,7540.3223,7.244063000000001,6.2565126,8.231613000000001,1.6349545,1.5771171,1.7176631999999998,4.2246,-1.0,-1.0,1.63,-1.0,-1.0,0.3747,-1.0,-1.0
8816,4125421336000922624,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4125421336000922624.dat,34,18,16,MIRA_SR,3593.025,3395.3367,3795.78,-1.0,-1.0,-1.0,73.065,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16291,2031584127325106688,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/2031584127325106688.dat,25,11,14,RRC,6143.0,-1.0,-1.0,4.0733,-1.0,-1.0,1.7819999999999998,-1.0,-1.0,4.0008,-1.0,-1.0,1.16,-1.0,-1.0,0.2051,-1.0,-1.0
23015,4660540962182032128,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4660540962182032128.dat,107,53,54,CEP,5370.0,5029.0,5866.55,-1.0,-1.0,-1.0,7.712999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
17927,5254994264542210560,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5254994264542210560.dat,28,15,13,T2CEP,4146.195,3889.37,4499.8364,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
19372,4659383661798053376,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4659383661798053376.dat,26,13,13,CEP,5795.6665,5630.6665,5965.42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9077,6008574589021523456,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6008574589021523456.dat,33,17,16,MIRA_SR,3783.27,3544.4333,4099.8003,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6591,4655556635538755200,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4655556635538755200.dat,25,13,12,RRAB,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10989,5939009789690841472,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5939009789690841472.dat,24,12,12,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7622,4685527093347758848,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4685527093347758848.dat,30,15,15,MIRA_SR,3833.68,3627.3665,4031.295,-1.0,-1.0,-1.0,22.126,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4739,5515904078806405632,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5515904078806405632.dat,23,11,12,RRAB,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7743,6025870349292412416,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6025870349292412416.dat,28,14,14,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
15317,1987929358169651840,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/1987929358169651840.dat,37,18,19,RRC,7193.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3344,1046784719464709376,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/1046784719464709376.dat,35,18,17,DSCT_SXPHE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
21468,4685899995287923072,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4685899995287923072.dat,26,13,13,CEP,6237.0,5817.3335,7071.5,28.66453,-1.0,-1.0,4.249,-1.0,-1.0,3.302,-1.0,-1.0,1.32,-1.0,-1.0,0.0172,-1.0,-1.0
21471,5352181712213705856,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5352181712213705856.dat,27,14,13,CEP,4332.0,4206.24,4557.3804,-1.0,-1.0,-1.0,68.85755999999999,62.215412,73.036575,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23738,4688999626000359424,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4688999626000359424.dat,31,15,16,CEP,5706.2075,5417.6665,5852.0,-1.0,-1.0,-1.0,8.422,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3482,5949106952910386560,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5949106952910386560.dat,32,16,16,RRAB,5661.6665,5343.0,6000.0,-1.0,-1.0,-1.0,5.113,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9948,2071673867454632960,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/2071673867454632960.dat,28,14,14,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7464,2022785324223059200,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/2022785324223059200.dat,47,24,23,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4809,4576246460868023808,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4576246460868023808.dat,46,24,22,RRAB,6481.7,6190.5,7060.465,13.62442,-1.0,-1.0,2.749,-1.0,-1.0,3.7119,-1.0,-1.0,1.42,-1.0,-1.0,0.0683,-1.0,-1.0
18760,6879331413876961408,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6879331413876961408.dat,35,16,19,T2CEP,5442.25,5277.125,5696.0,-1.0,-1.0,-1.0,45.87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10542,4523362219311214336,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4523362219311214336.dat,22,11,11,MIRA_SR,3423.5,3336.3333,3600.295,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
15874,1821232434656240896,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/1821232434656240896.dat,37,18,19,RRC,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
20170,4659442829279910272,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4659442829279910272.dat,28,14,14,CEP,5345.696999999999,5120.5947,5553.4004,-1.0,-1.0,-1.0,5.292000000000001,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4197,4246648231022618880,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4246648231022618880.dat,34,17,17,RRAB,6144.0,5776.0,6564.0,-1.0,-1.0,-1.0,6.27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
19378,4685850040554869760,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4685850040554869760.dat,33,17,16,CEP,6911.72,6246.0,8355.667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
24895,4685961400510382080,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4685961400510382080.dat,29,15,14,CEP,6669.0,6156.25,7282.0,9.17326,-1.0,-1.0,1.919,-1.0,-1.0,4.084,-1.0,-1.0,1.63,-1.0,-1.0,0.2306,-1.0,-1.0
15586,4632633054966666624,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4632633054966666624.dat,22,11,11,RRC,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
18191,4655044610959363328,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4655044610959363328.dat,29,15,14,T2CEP,5347.3335,5313.75,5369.5,-1.0,-1.0,-1.0,15.314,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10736,4513641437041940736,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4513641437041940736.dat,25,13,12,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
15986,6347186610870979584,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6347186610870979584.dat,28,14,14,RRC,6828.0,-1.0,-1.0,0.867,-1.0,-1.0,0.665,-1.0,-1.0,4.9592,-1.0,-1.0,1.47,-1.0,-1.0,4.9899,-1.0,-1.0
22450,4659443035438337664,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4659443035438337664.dat,29,15,14,CEP,5940.0,5788.3335,6252.72,34.57635,-1.0,-1.0,4.919,-1.0,-1.0,3.1478,-1.0,-1.0,1.24,-1.0,-1.0,0.0104,-1.0,-1.0
19128,4651847501732449280,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4651847501732449280.dat,30,15,15,CEP,6970.0,6167.0,7886.6665,10.54727,-1.0,-1.0,1.945,-1.0,-1.0,4.0931,-1.0,-1.0,1.71,-1.0,-1.0,0.2323,-1.0,-1.0
13894,3689513147922482688,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/3689513147922482688.dat,25,13,12,RRC,7945.0,7576.0,8095.0,25.69706,-1.0,-1.0,3.253,-1.0,-1.0,3.6202,-1.0,-1.0,1.61,-1.0,-1.0,0.0468,-1.0,-1.0
11643,5358478129945625856,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5358478129945625856.dat,40,20,20,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4447,3929074702727271296,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/3929074702727271296.dat,54,27,27,RRAB,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
18991,4661718955778893312,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4661718955778893312.dat,27,14,13,T2CEP,4942.3726,4831.92,5066.0,-1.0,-1.0,-1.0,34.142,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13237,6786113920420842880,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6786113920420842880.dat,23,12,11,RRC,7632.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4843,4658435500526516608,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4658435500526516608.dat,24,13,11,RRAB,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9872,4688985194890048768,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4688985194890048768.dat,30,15,15,MIRA_SR,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,21.347,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
843,5945576210574704768,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5945576210574704768.dat,38,18,20,DSCT_SXPHE,7287.0,-1.0,-1.0,1.34725,-1.0,-1.0,0.728,-1.0,-1.0,4.931,-1.0,-1.0,1.65,-1.0,-1.0,4.2722,-1.0,-1.0
5580,4586870148368256384,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4586870148368256384.dat,30,15,15,RRAB,6250.0,6081.0,6698.0527,24.16838,-1.0,-1.0,3.829,-1.0,-1.0,3.4022,-1.0,-1.0,1.35,-1.0,-1.0,0.024,-1.0,-1.0
24815,4651043488158794752,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4651043488158794752.dat,30,15,15,CEP,5263.4,4806.41,5793.9326,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
18891,5335963189825411072,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/5335963189825411072.dat,35,18,17,T2CEP,3937.43,3814.0,4443.1753,-1.0,-1.0,-1.0,94.997,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23420,4657992500577599232,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4657992500577599232.dat,24,12,12,CEP,5873.0,5400.0,6501.0,88.06753,-1.0,-1.0,4.597,-1.0,-1.0,3.4185,-1.0,-1.0,-1.0,-1.0,-1.0,0.0208,-1.0,-1.0
23244,4652111732431873664,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/4652111732431873664.dat,28,15,13,CEP,5255.5,5051.4526,5746.39,41.87976,-1.0,-1.0,4.468999999999999,-1.0,-1.0,3.3195,-1.0,-1.0,1.52,-1.0,-1.0,0.017,-1.0,-1.0
40,6439015661656002816,/home/Data/Databases/GAIA/Consolidate_Gaia/data_3/LCs/BP_RP_v3/6439015661656002816.dat,37,19,18,DSCT_SXPHE,7682.0,7298.75,8038.6665,5.87099,-1.0,-1.0,1.565,-1.0,-1.0,4.2556,-1.0,-1.0,1.61,-1.0,-1.0,0.4197,-1.0,-1.0
